100 - Result: timeout
**Phase 1 (Steps 1–22): Successful Approach**
**Phase 2 (Steps 23-90): Stuck on the Inside Wall of the Vase**
**Phase 3 (Steps 91–130): Drift Away from Target**
**Phase 4 (steps 131–500): The Infinite Loop**

The agent starts 37mm from the goal. Both are on the outer wall of the vase. The correct strategy would be to simply crawl along the outside surface — a straight path.
Instead, the agent crawled upward, over the rim, and down inside the vase. It actually reached 7.8mm from the goal — very close in Euclidean distance — but now it's on the inner wall and the target is on the outer wall. Just a few millimeters of ceramic between them, but no surface path to get there.
You can see the distance oscillating between 7 and 10mm for hundreds of steps — the agent is stuck on the inside, crawling in circles. All 500 steps are move_tangentially, timeout.
The problem is that Q-store was trained on simpler objects — cubes, cylinders, mugs, cups — where crawling in any direction that reduces distance usually works. On the vase, the surface_move heuristic projected the goal direction and picked a tangential direction that went upward over the rim. Q-store confirmed this because it looked like a familiar state. Once inside, the agent doesn't know how to get out — it has never encountered this geometry before.
This is episode 100 — the system has no vase-specific experience yet. It's applying strategies from other objects, and they don't work here.
Step 071 (dist=7.3mm): source: q_store, act_name: move_tangentially
Step 072 (dist=7.3mm): source: q_store, act_name: move_tangentially
Step 073 (dist=7.3mm): source: q_store, act_name: move_tangentially
Step 074 (dist=7.3mm): source: q_store, act_name: move_tangentially
Step 075 (dist=7.3mm): source: q_store, act_name: move_tangentially
Step 076 (dist=7.3mm): source: q_store, act_name: move_tangentially
Step 077 (dist=7.3mm): source: q_store, act_name: move_tangentially
Step 078 (dist=7.3mm): source: q_store, act_name: move_tangentially
Step 079 (dist=7.3mm): source: q_store, act_name: move_tangentially
Step 080 (dist=7.3mm): source: q_store, act_name: move_tangentially
Step 081 (dist=7.3mm): source: q_store, act_name: move_tangentially
Step 082 (dist=7.3mm): source: q_store, act_name: move_tangentially
Step 083 (dist=7.3mm): source: q_store, act_name: move_tangentially
Step 084 (dist=7.3mm): source: q_store, act_name: move_tangentially
Step 085 (dist=7.3mm): source: q_store, act_name: move_tangentially
Step 086 (dist=7.3mm): source: q_store, act_name: move_tangentially
Step 087 (dist=7.3mm): source: q_store, act_name: move_tangentially
Step 088 (dist=7.3mm): source: q_store, act_name: move_tangentially
Step 089 (dist=7.3mm): source: q_store, act_name: move_tangentially
Step 090 (dist=7.3mm): source: q_store, act_name: move_tangentially
Step 091 (dist=8.2mm): source: q_store, act_name: move_tangentially
Step 092 (dist=7.5mm): source: q_store, act_name: move_tangentially
Step 093 (dist=9.5mm): source: q_store, act_name: move_tangentially
Step 094 (dist=9.7mm): source: q_store, act_name: move_tangentially
Step 095 (dist=9.7mm): source: q_store, act_name: move_tangentially
Step 096 (dist=9.7mm): source: q_store, act_name: move_tangentially
Step 097 (dist=9.7mm): source: q_store, act_name: move_tangentially
Step 098 (dist=9.7mm): source: q_store, act_name: move_tangentially
Step 099 (dist=9.7mm): source: q_store, act_name: move_tangentially
Step 100 (dist=9.7mm): source: q_store, act_name: move_tangentially
Step 101 (dist=9.7mm): source: q_store, act_name: move_tangentially
Step 102 (dist=9.7mm): source: q_store, act_name: move_tangentially
Step 103 (dist=9.7mm): source: q_store, act_name: move_tangentially
Step 104 (dist=12.2mm): source: q_store, act_name: move_tangentially
Step 105 (dist=12.2mm): source: q_store, act_name: move_tangentially
Step 106 (dist=12.2mm): source: q_store, act_name: move_tangentially
Step 107 (dist=12.2mm): source: q_store, act_name: move_tangentially
Step 108 (dist=12.2mm): source: q_store, act_name: move_tangentially
Step 109 (dist=12.2mm): source: q_store, act_name: move_tangentially
Step 110 (dist=12.2mm): source: q_store, act_name: move_tangentially
Step 111 (dist=12.2mm): source: q_store, act_name: move_tangentially
Step 112 (dist=14.9mm): source: q_store, act_name: move_tangentially
Step 113 (dist=17.7mm): source: q_store, act_name: move_tangentially
Step 114 (dist=17.7mm): source: q_store, act_name: move_tangentially
Step 115 (dist=17.7mm): source: q_store, act_name: move_tangentially
Step 116 (dist=17.7mm): source: q_store, act_name: move_tangentially
Step 117 (dist=17.7mm): source: q_store, act_name: move_tangentially
Step 118 (dist=17.7mm): source: q_store, act_name: move_tangentially
Step 119 (dist=17.7mm): source: q_store, act_name: move_tangentially
Step 120 (dist=17.7mm): source: q_store, act_name: move_tangentially
Step 121 (dist=20.4mm): source: q_store, act_name: move_tangentially
Step 122 (dist=22.7mm): source: q_store, act_name: move_tangentially
Step 123 (dist=22.7mm): source: q_store, act_name: move_tangentially
Step 124 (dist=22.7mm): source: q_store, act_name: move_tangentially
Step 125 (dist=22.7mm): source: q_store, act_name: move_tangentially
Step 126 (dist=22.7mm): source: q_store, act_name: move_tangentially
Step 127 (dist=22.7mm): source: q_store, act_name: move_tangentially
Step 128 (dist=22.7mm): source: q_store, act_name: move_tangentially
Step 129 (dist=22.7mm): source: q_store, act_name: move_tangentially
Step 130 (dist=22.7mm): source: q_store, act_name: move_tangentially
Step 131 (dist=21.2mm): source: q_store, act_name: move_tangentially
Step 132 (dist=20.2mm): source: q_store, act_name: move_tangentially
Step 133 (dist=19.1mm): source: q_store, act_name: move_tangentially
Step 134 (dist=20.7mm): source: q_store, act_name: move_tangentially
Step 135 (dist=19.0mm): source: q_store, act_name: move_tangentially
Step 136 (dist=18.7mm): source: q_store, act_name: move_tangentially
Step 137 (dist=18.7mm): source: q_store, act_name: move_tangentially
Step 138 (dist=18.7mm): source: q_store, act_name: move_tangentially
Step 139 (dist=18.7mm): source: q_store, act_name: move_tangentially
Step 140 (dist=18.7mm): source: q_store, act_name: move_tangentially
Step 141 (dist=18.7mm): source: q_store, act_name: move_tangentially
Step 142 (dist=21.1mm): source: q_store, act_name: move_tangentially
Step 143 (dist=19.5mm): source: q_store, act_name: move_tangentially
Step 144 (dist=19.1mm): source: q_store, act_name: move_tangentially
Step 145 (dist=19.1mm): source: q_store, act_name: move_tangentially
Step 146 (dist=19.1mm): source: q_store, act_name: move_tangentially
Step 147 (dist=19.1mm): source: q_store, act_name: move_tangentially
Step 148 (dist=19.1mm): source: q_store, act_name: move_tangentially
Step 149 (dist=21.5mm): source: q_store, act_name: move_tangentially
Step 150 (dist=19.9mm): source: q_store, act_name: move_tangentially
Step 151 (dist=19.5mm): source: q_store, act_name: move_tangentially
Step 152 (dist=19.5mm): source: q_store, act_name: move_tangentially
Step 153 (dist=19.5mm): source: q_store, act_name: move_tangentially
Step 154 (dist=19.5mm): source: q_store, act_name: move_tangentially
Step 155 (dist=19.5mm): source: q_store, act_name: move_tangentially
Step 156 (dist=21.9mm): source: q_store, act_name: move_tangentially
Step 157 (dist=20.3mm): source: q_store, act_name: move_tangentially
Step 158 (dist=19.2mm): source: q_store, act_name: move_tangentially
Step 159 (dist=18.8mm): source: q_store, act_name: move_tangentially
Step 160 (dist=18.8mm): source: q_store, act_name: move_tangentially
Step 161 (dist=18.8mm): source: q_store, act_name: move_tangentially
Step 162 (dist=18.8mm): source: q_store, act_name: move_tangentially
Step 163 (dist=21.3mm): source: q_store, act_name: move_tangentially
Step 164 (dist=19.6mm): source: q_store, act_name: move_tangentially
Step 165 (dist=21.2mm): source: q_store, act_name: move_tangentially
Step 166 (dist=19.6mm): source: q_store, act_name: move_tangentially
Step 167 (dist=22.4mm): source: q_store, act_name: move_tangentially
Step 168 (dist=21.1mm): source: q_store, act_name: move_tangentially
Step 169 (dist=19.9mm): source: q_store, act_name: move_tangentially
Step 170 (dist=21.5mm): source: q_store, act_name: move_tangentially
Step 171 (dist=19.9mm): source: q_store, act_name: move_tangentially
Step 172 (dist=19.5mm): source: q_store, act_name: move_tangentially
Step 173 (dist=19.5mm): source: q_store, act_name: move_tangentially
Step 174 (dist=19.5mm): source: q_store, act_name: move_tangentially
Step 175 (dist=19.5mm): source: q_store, act_name: move_tangentially
Step 176 (dist=19.5mm): source: q_store, act_name: move_tangentially
Step 177 (dist=21.9mm): source: q_store, act_name: move_tangentially
Step 178 (dist=20.3mm): source: q_store, act_name: move_tangentially
Step 179 (dist=19.1mm): source: q_store, act_name: move_tangentially
Step 180 (dist=20.8mm): source: q_store, act_name: move_tangentially
Step 181 (dist=19.1mm): source: q_store, act_name: move_tangentially
Step 182 (dist=21.9mm): source: q_store, act_name: move_tangentially
Step 183 (dist=20.7mm): source: q_store, act_name: move_tangentially
Step 184 (dist=19.5mm): source: q_store, act_name: move_tangentially
Step 185 (dist=21.1mm): source: q_store, act_name: move_tangentially
Step 186 (dist=19.4mm): source: q_store, act_name: move_tangentially
Step 187 (dist=19.1mm): source: q_store, act_name: move_tangentially
Step 188 (dist=19.1mm): source: q_store, act_name: move_tangentially
Step 189 (dist=19.1mm): source: q_store, act_name: move_tangentially
Step 190 (dist=19.1mm): source: q_store, act_name: move_tangentially
Step 191 (dist=21.5mm): source: q_store, act_name: move_tangentially
Step 192 (dist=19.9mm): source: q_store, act_name: move_tangentially
Step 193 (dist=21.4mm): source: q_store, act_name: move_tangentially
Step 194 (dist=19.8mm): source: q_store, act_name: move_tangentially
Step 195 (dist=19.4mm): source: q_store, act_name: move_tangentially
Step 196 (dist=19.4mm): source: q_store, act_name: move_tangentially
Step 197 (dist=21.8mm): source: q_store, act_name: move_tangentially
Step 198 (dist=20.3mm): source: q_store, act_name: move_tangentially
Step 199 (dist=19.1mm): source: q_store, act_name: move_tangentially
Step 200 (dist=20.7mm): source: q_store, act_name: move_tangentially
Step 201 (dist=19.0mm): source: q_store, act_name: move_tangentially
Step 202 (dist=16.9mm): source: q_store, act_name: move_tangentially
Step 203 (dist=16.9mm): source: q_store, act_name: move_tangentially
Step 204 (dist=16.9mm): source: q_store, act_name: move_tangentially
Step 205 (dist=16.9mm): source: q_store, act_name: move_tangentially
Step 206 (dist=16.9mm): source: q_store, act_name: move_tangentially
Step 207 (dist=19.6mm): source: q_store, act_name: move_tangentially
Step 208 (dist=22.1mm): source: q_store, act_name: move_tangentially
Step 209 (dist=20.5mm): source: q_store, act_name: move_tangentially
Step 210 (dist=19.3mm): source: q_store, act_name: move_tangentially
Step 211 (dist=20.9mm): source: q_store, act_name: move_tangentially
Step 212 (dist=19.2mm): source: q_store, act_name: move_tangentially
Step 213 (dist=18.9mm): source: q_store, act_name: move_tangentially
Step 214 (dist=18.9mm): source: q_store, act_name: move_tangentially
Step 215 (dist=18.9mm): source: q_store, act_name: move_tangentially
Step 216 (dist=18.9mm): source: q_store, act_name: move_tangentially
Step 217 (dist=18.9mm): source: q_store, act_name: move_tangentially
Step 218 (dist=18.9mm): source: q_store, act_name: move_tangentially
Step 219 (dist=18.9mm): source: q_store, act_name: move_tangentially
Step 220 (dist=18.9mm): source: q_store, act_name: move_tangentially
Step 221 (dist=21.4mm): source: q_store, act_name: move_tangentially
Step 222 (dist=19.7mm): source: q_store, act_name: move_tangentially
Step 223 (dist=19.3mm): source: q_store, act_name: move_tangentially
Step 224 (dist=19.3mm): source: q_store, act_name: move_tangentially
Step 225 (dist=19.3mm): source: q_store, act_name: move_tangentially
Step 226 (dist=19.3mm): source: q_store, act_name: move_tangentially
Step 227 (dist=21.7mm): source: q_store, act_name: move_tangentially
Step 228 (dist=20.2mm): source: q_store, act_name: move_tangentially
Step 229 (dist=19.0mm): source: q_store, act_name: move_tangentially
Step 230 (dist=21.8mm): source: q_store, act_name: move_tangentially
Step 231 (dist=20.6mm): source: q_store, act_name: move_tangentially
Step 232 (dist=19.4mm): source: q_store, act_name: move_tangentially
Step 233 (dist=19.1mm): source: q_store, act_name: move_tangentially
Step 234 (dist=19.1mm): source: q_store, act_name: move_tangentially
Step 235 (dist=17.3mm): source: q_store, act_name: move_tangentially
Step 236 (dist=15.4mm): source: q_store, act_name: move_tangentially
Step 237 (dist=13.4mm): source: q_store, act_name: move_tangentially
Step 238 (dist=13.4mm): source: q_store, act_name: move_tangentially
Step 239 (dist=13.4mm): source: q_store, act_name: move_tangentially
Step 240 (dist=13.4mm): source: q_store, act_name: move_tangentially
Step 241 (dist=13.4mm): source: q_store, act_name: move_tangentially
Step 242 (dist=13.4mm): source: q_store, act_name: move_tangentially
Step 243 (dist=16.1mm): source: q_store, act_name: move_tangentially
Step 244 (dist=14.2mm): source: q_store, act_name: move_tangentially
Step 245 (dist=14.2mm): source: q_store, act_name: move_tangentially
Step 246 (dist=14.2mm): source: q_store, act_name: move_tangentially
Step 247 (dist=14.2mm): source: q_store, act_name: move_tangentially
Step 248 (dist=14.2mm): source: q_store, act_name: move_tangentially
Step 249 (dist=14.2mm): source: q_store, act_name: move_tangentially
Step 250 (dist=14.2mm): source: q_store, act_name: move_tangentially
Step 251 (dist=14.2mm): source: q_store, act_name: move_tangentially
Step 252 (dist=14.2mm): source: q_store, act_name: move_tangentially
Step 253 (dist=17.0mm): source: q_store, act_name: move_tangentially
Step 254 (dist=15.1mm): source: q_store, act_name: move_tangentially
Step 255 (dist=13.1mm): source: q_store, act_name: move_tangentially
Step 256 (dist=14.9mm): source: q_store, act_name: move_tangentially
Step 257 (dist=13.1mm): source: q_store, act_name: move_tangentially
Step 258 (dist=13.0mm): source: q_store, act_name: move_tangentially
Step 259 (dist=13.0mm): source: q_store, act_name: move_tangentially
Step 260 (dist=13.0mm): source: q_store, act_name: move_tangentially
Step 261 (dist=15.8mm): source: q_store, act_name: move_tangentially
Step 262 (dist=13.9mm): source: q_store, act_name: move_tangentially
Step 263 (dist=15.7mm): source: q_store, act_name: move_tangentially
Step 264 (dist=13.9mm): source: q_store, act_name: move_tangentially
Step 265 (dist=13.8mm): source: q_store, act_name: move_tangentially
Step 266 (dist=13.8mm): source: q_store, act_name: move_tangentially
Step 267 (dist=16.6mm): source: q_store, act_name: move_tangentially
Step 268 (dist=14.7mm): source: q_store, act_name: move_tangentially
Step 269 (dist=16.5mm): source: q_store, act_name: move_tangentially
Step 270 (dist=14.7mm): source: q_store, act_name: move_tangentially
Step 271 (dist=14.6mm): source: q_store, act_name: move_tangentially
Step 272 (dist=14.6mm): source: q_store, act_name: move_tangentially
Step 273 (dist=17.3mm): source: q_store, act_name: move_tangentially
Step 274 (dist=15.4mm): source: q_store, act_name: move_tangentially
Step 275 (dist=13.4mm): source: q_store, act_name: move_tangentially
Step 276 (dist=15.2mm): source: q_store, act_name: move_tangentially
Step 277 (dist=13.4mm): source: q_store, act_name: move_tangentially
Step 278 (dist=16.1mm): source: q_store, act_name: move_tangentially
Step 279 (dist=14.1mm): source: q_store, act_name: move_tangentially
Step 280 (dist=14.1mm): source: q_store, act_name: move_tangentially
Step 281 (dist=14.1mm): source: q_store, act_name: move_tangentially
Step 282 (dist=14.1mm): source: q_store, act_name: move_tangentially
Step 283 (dist=14.1mm): source: q_store, act_name: move_tangentially
Step 284 (dist=16.8mm): source: q_store, act_name: move_tangentially
Step 285 (dist=14.9mm): source: q_store, act_name: move_tangentially
Step 286 (dist=12.7mm): source: q_store, act_name: move_tangentially
Step 287 (dist=12.7mm): source: q_store, act_name: move_tangentially
Step 288 (dist=12.7mm): source: q_store, act_name: move_tangentially
Step 289 (dist=15.4mm): source: q_store, act_name: move_tangentially
Step 290 (dist=13.5mm): source: q_store, act_name: move_tangentially
Step 291 (dist=15.4mm): source: q_store, act_name: move_tangentially
Step 292 (dist=13.5mm): source: q_store, act_name: move_tangentially
Step 293 (dist=11.6mm): source: q_store, act_name: move_tangentially
Step 294 (dist=11.6mm): source: q_store, act_name: move_tangentially
Step 295 (dist=11.6mm): source: q_store, act_name: move_tangentially
Step 296 (dist=11.6mm): source: q_store, act_name: move_tangentially
Step 297 (dist=14.3mm): source: q_store, act_name: move_tangentially
Step 298 (dist=17.1mm): source: q_store, act_name: move_tangentially
Step 299 (dist=15.2mm): source: q_store, act_name: move_tangentially
Step 300 (dist=13.2mm): source: q_store, act_name: move_tangentially
Step 301 (dist=15.0mm): source: q_store, act_name: move_tangentially
Step 302 (dist=13.2mm): source: q_store, act_name: move_tangentially
Step 303 (dist=15.0mm): source: q_store, act_name: move_tangentially
Step 304 (dist=13.1mm): source: q_store, act_name: move_tangentially
Step 305 (dist=13.1mm): source: q_store, act_name: move_tangentially
Step 306 (dist=13.1mm): source: q_store, act_name: move_tangentially
Step 307 (dist=13.1mm): source: q_store, act_name: move_tangentially
Step 308 (dist=13.1mm): source: q_store, act_name: move_tangentially
Step 309 (dist=13.1mm): source: q_store, act_name: move_tangentially
Step 310 (dist=13.1mm): source: q_store, act_name: move_tangentially
Step 311 (dist=15.8mm): source: q_store, act_name: move_tangentially
Step 312 (dist=14.0mm): source: q_store, act_name: move_tangentially
Step 313 (dist=13.9mm): source: q_store, act_name: move_tangentially
Step 314 (dist=13.9mm): source: q_store, act_name: move_tangentially
Step 315 (dist=16.7mm): source: q_store, act_name: move_tangentially
Step 316 (dist=14.8mm): source: q_store, act_name: move_tangentially
Step 317 (dist=16.6mm): source: q_store, act_name: move_tangentially
Step 318 (dist=14.8mm): source: q_store, act_name: move_tangentially
Step 319 (dist=17.5mm): source: q_store, act_name: move_tangentially
Step 320 (dist=15.8mm): source: q_store, act_name: move_tangentially
Step 321 (dist=13.8mm): source: q_store, act_name: move_tangentially
Step 322 (dist=11.9mm): source: q_store, act_name: move_tangentially
Step 323 (dist=11.9mm): source: q_store, act_name: move_tangentially
Step 324 (dist=11.9mm): source: q_store, act_name: move_tangentially
Step 325 (dist=11.9mm): source: q_store, act_name: move_tangentially
Step 326 (dist=11.9mm): source: q_store, act_name: move_tangentially
Step 327 (dist=11.9mm): source: q_store, act_name: move_tangentially
Step 328 (dist=14.6mm): source: q_store, act_name: move_tangentially
Step 329 (dist=17.3mm): source: q_store, act_name: move_tangentially
Step 330 (dist=15.4mm): source: q_store, act_name: move_tangentially
Step 331 (dist=13.4mm): source: q_store, act_name: move_tangentially
Step 332 (dist=13.4mm): source: q_store, act_name: move_tangentially
Step 333 (dist=13.4mm): source: q_store, act_name: move_tangentially
Step 334 (dist=13.4mm): source: q_store, act_name: move_tangentially
Step 335 (dist=13.4mm): source: q_store, act_name: move_tangentially
Step 336 (dist=13.4mm): source: q_store, act_name: move_tangentially
Step 337 (dist=13.4mm): source: q_store, act_name: move_tangentially
Step 338 (dist=16.1mm): source: q_store, act_name: move_tangentially
Step 339 (dist=14.2mm): source: q_store, act_name: move_tangentially
Step 340 (dist=17.0mm): source: q_store, act_name: move_tangentially
Step 341 (dist=15.1mm): source: q_store, act_name: move_tangentially
Step 342 (dist=13.1mm): source: q_store, act_name: move_tangentially
Step 343 (dist=15.8mm): source: q_store, act_name: move_tangentially
Step 344 (dist=13.8mm): source: q_store, act_name: move_tangentially
Step 345 (dist=16.6mm): source: q_store, act_name: move_tangentially
Step 346 (dist=14.7mm): source: q_store, act_name: move_tangentially
Step 347 (dist=17.5mm): source: q_store, act_name: move_tangentially
Step 348 (dist=15.6mm): source: q_store, act_name: move_tangentially
Step 349 (dist=13.6mm): source: q_store, act_name: move_tangentially
Step 350 (dist=13.6mm): source: q_store, act_name: move_tangentially
Step 351 (dist=13.6mm): source: q_store, act_name: move_tangentially
Step 352 (dist=16.3mm): source: q_store, act_name: move_tangentially
Step 353 (dist=14.4mm): source: q_store, act_name: move_tangentially
Step 354 (dist=17.2mm): source: q_store, act_name: move_tangentially
Step 355 (dist=15.3mm): source: q_store, act_name: move_tangentially
Step 356 (dist=13.3mm): source: q_store, act_name: move_tangentially
Step 357 (dist=11.4mm): source: q_store, act_name: move_tangentially
Step 358 (dist=11.4mm): source: q_store, act_name: move_tangentially
Step 359 (dist=11.4mm): source: q_store, act_name: move_tangentially
Step 360 (dist=11.4mm): source: q_store, act_name: move_tangentially
Step 361 (dist=14.1mm): source: q_store, act_name: move_tangentially
Step 362 (dist=16.8mm): source: q_store, act_name: move_tangentially
Step 363 (dist=14.9mm): source: q_store, act_name: move_tangentially
Step 364 (dist=12.8mm): source: q_store, act_name: move_tangentially
Step 365 (dist=14.6mm): source: q_store, act_name: move_tangentially
Step 366 (dist=14.6mm): source: q_store, act_name: move_tangentially
Step 367 (dist=14.6mm): source: q_store, act_name: move_tangentially
Step 368 (dist=14.6mm): source: q_store, act_name: move_tangentially
Step 369 (dist=14.6mm): source: q_store, act_name: move_tangentially
Step 370 (dist=14.6mm): source: q_store, act_name: move_tangentially
Step 371 (dist=17.3mm): source: q_store, act_name: move_tangentially
Step 372 (dist=15.4mm): source: q_store, act_name: move_tangentially
Step 373 (dist=13.4mm): source: q_store, act_name: move_tangentially
Step 374 (dist=16.2mm): source: q_store, act_name: move_tangentially
Step 375 (dist=14.1mm): source: q_store, act_name: move_tangentially
Step 376 (dist=16.9mm): source: q_store, act_name: move_tangentially
Step 377 (dist=15.0mm): source: q_store, act_name: move_tangentially
Step 378 (dist=13.0mm): source: q_store, act_name: move_tangentially
Step 379 (dist=15.7mm): source: q_store, act_name: move_tangentially
Step 380 (dist=13.7mm): source: q_store, act_name: move_tangentially
Step 381 (dist=16.4mm): source: q_store, act_name: move_tangentially
Step 382 (dist=14.6mm): source: q_store, act_name: move_tangentially
Step 383 (dist=17.3mm): source: q_store, act_name: move_tangentially
Step 384 (dist=15.5mm): source: q_store, act_name: move_tangentially
Step 385 (dist=13.5mm): source: q_store, act_name: move_tangentially
Step 386 (dist=16.2mm): source: q_store, act_name: move_tangentially
Step 387 (dist=14.2mm): source: q_store, act_name: move_tangentially
Step 388 (dist=16.9mm): source: q_store, act_name: move_tangentially
Step 389 (dist=15.0mm): source: q_store, act_name: move_tangentially
Step 390 (dist=13.1mm): source: q_store, act_name: move_tangentially
Step 391 (dist=15.8mm): source: q_store, act_name: move_tangentially
Step 392 (dist=13.7mm): source: q_store, act_name: move_tangentially
Step 393 (dist=16.5mm): source: q_store, act_name: move_tangentially
Step 394 (dist=14.6mm): source: q_store, act_name: move_tangentially
Step 395 (dist=17.4mm): source: q_store, act_name: move_tangentially
Step 396 (dist=15.5mm): source: q_store, act_name: move_tangentially
Step 397 (dist=13.5mm): source: q_store, act_name: move_tangentially
Step 398 (dist=16.2mm): source: q_store, act_name: move_tangentially
